y,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,x25,x26,x27
25.67,8.6,98.7,0.08148,0.26062,46,40,17,11,0,2,0,0,62,56,49,47,32,28,4,3,0,4,4,0,0,0,44.66
35,24.7,78.6,0.71604,0.5269,62,61,36,37,35,40,53,51,63,64,46,53,37,29,0,1,0,0,3,5,77,76,34.04
13.19,28.3,105.3,0.20687,0.2438,0,0,4,7,1,9,9,21,0,1,0,0,0,1,2,0,0,1,0,1,0,0,9.3
12.88,5.8,103,0.50417,0.39177,0,7,0,0,2,5,0,0,79,83,60,69,45,38,57,40,6,1,0,0,88,85,33.07
35,20.8,126.9,0.27208,0.28273,63,59,1,0,25,13,37,32,69,91,33,58,27,37,14,0,1,2,1,4,3,0,30.6
22.9,18.3,101.6,0.44412,1.20306,0,1,8,2,0,1,20,10,99,98,94,94,32,46,3,0,1,2,0,0,95,96,17.14
9.98,0,0,0.45628,0.46706,1,0,1,1,4,3,0,2,1,0,0,2,0,6,5,2,3,1,0,0,0,0,5.1
19.12,22.5,96.1,0.72316,0.40955,0,0,3,0,1,0,6,0,1,0,2,0,2,3,3,2,0,6,35,37,98,99,23.57
20.01,0.3,107.5,0.47497,0.45471,64,63,7,18,50,49,76,78,50,48,19,22,8,15,4,0,0,0,4,6,0,0,25.91
15.07,65.6,95.3,0.0244,0.71036,9,6,4,1,10,1,18,17,0,0,1,0,0,0,0,0,4,68,81,74,0,0,10.33
31.17,79.7,97.1,8.06294,0.56679,51,50,1,3,1,4,9,11,0,0,0,1,5,1,62,17,3,2,47,12,0,0,15.22
22.42,17.5,113.1,0.02987,0.20847,0,2,0,2,2,0,3,2,94,100,65,81,41,61,52,1,1,2,28,26,0,0,18.8
31.48,5.1,139.4,0.1703,0.61765,0,4,0,0,6,2,2,0,67,76,31,30,12,12,0,0,5,0,0,0,92,89,32.26
17.38,82,106.9,0.43649,0.64023,0,21,4,0,0,0,7,8,0,0,0,0,1,7,3,0,0,0,0,4,0,0,10.11
27.25,5.4,59.6,0.14274,0.44613,74,72,45,51,36,40,46,50,0,1,0,0,2,0,2,0,2,6,0,4,95,97,34.08
35,22.1,94,9.31742,1.26009,28,26,10,13,44,30,59,54,80,82,44,53,28,40,71,58,34,33,30,14,96,100,20.12
25.39,64.2,113,0.36508,0.37252999999999997,8,2,7,6,6,7,20,18,98,100,94,100,75,82,5,0,1,6,46,63,97,99,14.75
27.48,7.2,82.5,0.40106,0.1384,22,18,25,22,18,26,20,36,39,29,29,21,22,13,1,3,6,3,4,0,1,1,31.74
31.4,0,67.6,0.08171,0.04512,56,55,41,46,51,57,73,83,53,39,35,25,26,18,0,0,1,0,1,0,53,42,40.2
29.26,62.5,115.6,0.59842,0.6295,4,0,3,4,2,2,18,13,94,98,83,90,64,77,78,78,53,51,53,30,100,98,7.73
12.89,62.6,102.2,0.22946,0.21543,6,6,8,4,0,2,4,3,1,0,0,0,2,6,95,80,0,0,87,85,0,1,12.92
20.94,16,104.9,0.15966,0.92837,57,61,0,1,0,0,47,49,88,94,43,56,20,11,20,1,2,1,4,5,2,0,38.32
23.1,13.8,104.2,0.21814,1.36621,54,49,11,3,15,11,24,23,77,82,58,69,51,59,0,2,1,1,2,4,82,83,24.27
26.11,14,76.7,3.16232,0.28654,4,5,0,0,26,24,34,26,0,2,0,0,2,0,0,0,0,1,2,1,0,0,7.16
21.63,24.1,106.4,0.18059,0.57165,9,6,0,2,3,0,24,11,0,0,1,0,0,0,0,0,4,5,0,0,96,100,9.62
16.22,61.7,95.7,0.36037,0.27408,7,4,3,4,4,4,4,10,1,0,1,2,5,0,98,85,3,1,88,90,1,3,9.37
16.76,29.1,101.4,0.1604,1.12966,32,33,14,13,27,34,44,50,84,87,54,54,33,34,5,0,0,2,1,3,0,2,23.91
27.06,4.9,81.7,0.42306,0.27745,79,81,18,28,49,47,68,69,31,27,13,7,6,3,39,60,22,23,7,7,63,58,43.39
9.93,9.9,120.5,0.27867,1.83999,24,5,4,2,5,0,20,21,1,0,0,1,2,1,1,7,1,4,6,1,0,2,9.85
25.29,19.5,113.9,0.65281,0.52045,5,0,4,4,2,3,4,1,80,69,42,52,48,44,0,0,4,0,1,5,0,1,32.16
25.87,48.8,92.2,0.09204,0.8571,29,23,14,14,20,12,37,31,93,95,71,84,58,67,66,55,41,22,36,21,97,96,19.98
22.86,42.2,101.8,0.06434,1.60578,2,0,1,0,16,13,40,28,2,3,0,0,0,0,6,2,0,4,55,59,96,94,11.68
29.44,43.9,94.8,0.29826,5.42182,33,27,0,9,7,2,18,6,0,0,0,1,4,0,66,43,0,2,0,40,99,98,19.74
18.11,34.7,102,0.1737,1.22498,15,2,3,10,24,15,24,21,93,91,64,58,40,42,4,20,0,1,30,27,98,99,21.02
16.77,34.9,100.3,0.77247,0.19883,19,18,6,9,4,6,11,9,1,4,0,1,0,0,0,6,97,68,68,75,0,0,15.55
17.63,42,101,0.41548,0.98378,15,14,0,5,0,1,9,18,0,0,0,1,1,0,58,33,2,7,1,21,98,100,27.52
7.39,0,0.2,0.28048,2.1042,18,35,1,6,2,2,3,1,0,0,0,0,0,0,3,3,3,0,0,0,0,0,8.29
17.07,52,96.6,0.35483,0.39962,0,10,0,0,6,3,8,11,0,0,1,0,0,1,73,3,6,2,65,60,99,100,10.2
12.92,32.9,107.4,0.75889,1.09039,0,7,1,3,1,2,0,0,97,97,84,86,50,63,0,3,60,50,87,82,99,100,25.15
12.58,0,5.5,0.23433,1.55541,2,0,0,0,0,1,5,1,0,0,2,1,1,0,0,0,2,2,2,0,0,0,0.31
17.97,12.2,120.5,0.33201,8.30468,2,6,2,4,16,30,51,62,84,76,56,35,34,12,26,41,16,20,7,0,5,1,32.88
16.82,78,95.3,0.05429,2.25408,8,10,0,5,0,3,16,9,5,2,0,0,3,4,0,4,0,67,76,73,3,2,12.67
35,7.6,121.7,0.15937,0.13448,40,29,0,0,3,1,0,3,75,87,45,62,38,39,0,1,31,12,0,0,95,92,33.66
11.73,8.2,97.3,0.23271,0.34048,1,6,9,2,1,1,0,2,38,43,27,23,24,14,35,23,4,6,0,1,88,93,43.83
18.53,9.5,98.1,0.53044,0.61252,0,0,2,3,0,0,0,4,100,99,98,100,94,97,1,0,0,1,0,0,3,0,16.6
10.23,53.2,102.1,0.27579,0.4135,11,14,6,1,3,3,2,2,0,0,0,0,0,1,100,76,4,0,81,80,2,0,10.67
22.65,7.1,107.2,0.7038,0.44258,0,4,0,0,0,2,3,1,81,73,45,44,45,47,4,1,1,2,0,0,2,1,23.29
32.79,0,138.1,0.10137,0.211,0,3,3,1,3,7,1,0,66,75,33,35,14,14,5,2,1,0,1,0,90,91,29.35
21.27,78,102.1,0.4636,0.73641,3,22,0,2,1,1,4,11,0,2,0,0,3,0,2,1,1,4,1,1,0,0,4.74
12.99,36.5,102.2,0.39806,1.50012,4,2,0,6,0,0,0,0,99,100,100,98,100,100,94,5,0,0,0,1,0,0,12.41
35,52.4,88.8,0.63833,0.52754,55,49,8,10,10,9,15,9,100,100,94,97,66,80,1,0,1,61,0,51,0,0,16.2
25.52,48.2,106.8,0.50203,0.79238,6,8,10,1,8,4,18,16,92,93,96,95,75,78,6,0,1,1,49,57,100,98,14.86
16.73,57.3,113.9,0.0482,0.9924,10,5,0,7,7,4,21,23,89,94,76,93,49,72,44,25,20,11,25,8,0,1,26.57
22.27,95.1,117.9,0.04935,0.67412,3,2,0,1,1,4,11,8,94,92,71,82,47,52,78,72,50,55,53,31,100,100,8.53
15.08,115.4,93.6,0.4738,1.35994,12,16,1,0,3,5,10,7,0,0,0,2,0,0,92,67,0,62,77,80,3,2,12.4
16.88,69.2,98.3,0.29483,1.08625,4,0,7,7,2,1,3,10,0,0,0,1,0,1,98,73,3,2,86,89,0,0,12.69
9.37,25.2,103.6,0.40902,0.65004,15,3,5,1,5,9,4,2,2,3,3,0,5,0,66,36,5,6,51,34,1,0,18.33
32.29,1.5,88.9,0.46593,0.19433,81,87,16,40,56,70,71,85,30,24,17,10,18,8,17,47,4,7,4,1,2,0,49.98
21.93,0,2.7,0.13347,1.3401,12,11,12,20,31,32,58,43,0,0,0,0,5,0,1,1,0,0,0,4,0,1,0
19.77,68.7,107.2,0.33822,0.05472,1,3,1,2,1,1,5,8,0,0,0,0,2,0,7,0,97,60,80,83,0,1,11.9
30.67,18.2,100.8,0.46801,0.27982,73,70,11,20,1,5,5,2,75,80,56,44,28,16,41,77,23,12,0,0,85,82,37.1
26.72,0,10.1,0.36587,0.02138,25,1,6,7,0,0,52,33,0,0,0,0,6,5,0,0,3,4,0,3,1,2,0.28
12.3,57.6,106.4,0.08281,1.06624,2,4,0,4,14,13,44,36,0,1,0,0,0,5,0,0,5,1,58,60,100,97,18.58
13.09,81.9,111.3,0.35114,0.93139,5,3,1,1,2,2,2,2,1,1,0,1,0,0,1,0,2,0,85,80,2,2,18.78
10.58,63.4,109,0.24044,0.42062,10,12,0,0,0,4,6,6,1,4,0,0,0,0,100,77,3,0,82,79,0,0,20.52
9.87,118.9,115.1,0.58011,1.59621,1,1,5,1,0,3,8,8,3,5,1,1,0,0,4,0,0,0,1,0,0,1,22.68
15.85,67.5,113.2,0.08706,0.14229,3,7,0,5,5,0,6,5,1,0,0,0,2,0,97,82,2,3,79,79,100,100,3.08
28.97,3.4,114.9,0.15997,1.83006,68,68,0,1,0,6,15,11,0,0,0,0,4,0,5,0,6,0,2,0,100,100,27.64
34.29,50.3,103.8,0.65463,0.48384,63,67,0,0,3,1,24,30,91,93,77,82,41,39,4,0,0,0,1,23,0,0,24.08
19.98,77.7,103.2,0.58432,0.42066,3,5,3,2,3,4,7,6,0,0,0,0,1,1,99,0,5,5,78,87,100,100,17.53
14.31,46.2,88.9,0.27931,0.61836,4,7,9,7,18,16,39,38,100,97,93,96,64,77,2,0,4,0,58,48,3,0,8.37
22.18,50.5,115.9,0.22812,0.74746,3,0,3,1,4,4,23,20,87,96,77,80,69,81,79,65,53,50,49,40,100,100,22.09
35,49.8,104,5.26167,0.18815,29,29,3,3,9,11,17,13,91,95,97,97,84,87,6,0,0,0,60,53,98,100,13.53
35,12.5,105.6,0.09556,0.13607,50,47,8,10,17,8,18,23,81,86,30,38,4,11,0,0,0,1,0,6,96,97,31.59
35,14.2,72.6,0.40078,3.33058,82,80,58,64,47,70,55,69,33,19,21,13,9,5,3,3,3,5,1,0,44,49,32.91
11.05,82.3,106.5,0.25048,0.79341,3,4,2,1,1,2,6,3,0,1,3,0,2,0,100,81,4,1,85,84,0,0,12.17
23.52,91.5,97.5,0.50502,1.31991,12,9,1,2,5,2,5,5,1,0,0,0,5,0,1,3,0,0,81,72,3,1,16.91
16.64,9.7,118.4,0.21686,0.50457,19,16,3,12,23,39,50,65,48,47,22,14,14,5,8,37,27,15,1,6,65,53,38.08
19.15,9.7,147.8,0.26832,0.48987000000000003,43,38,4,3,33,31,63,64,52,65,25,27,16,14,14,0,9,5,1,0,80,82,36.76
22.07,7.9,0,0.24981,0.35121,19,0,0,0,0,3,54,27,1,2,0,2,0,0,0,1,0,0,7,5,0,1,0
15.14,7.4,116.3,0.28921,0.16283,0,3,0,2,1,6,2,0,28,29,16,14,15,12,0,1,3,5,3,1,0,0,27.75
14.08,44.9,89.7,0.59915,0.28666,8,8,10,8,16,17,40,39,96,99,93,96,67,71,1,0,4,1,56,54,2,0,8.48
35,20.4,76.3,0.68105,0.67733,55,56,20,19,33,30,49,46,97,93,85,89,54,64,1,0,1,0,59,46,100,98,22.3
15.7,79.2,96.4,0.80642,0.40072,5,5,6,2,3,7,7,4,0,1,0,3,0,1,96,84,5,0,88,84,0,0,14.15
13.94,27.1,93.5,0.22382,1.21026,5,2,5,0,0,0,0,0,74,87,64,69,50,44,56,43,3,0,2,0,92,89,25.35
30.22,3.1,118,0.43586,0.45862000000000003,62,55,0,4,5,7,46,55,84,90,50,55,24,18,21,0,0,0,0,4,2,0,33.71
17.28,59.1,110.2,0.09803,0.3827,6,8,5,2,0,4,2,1,0,0,0,1,0,4,100,82,0,4,81,74,100,96,14.7
25.49,13,109.5,0.3658,0.3022,60,63,5,4,0,1,46,50,90,93,43,51,23,15,20,0,0,1,1,1,0,5,32.8
11.08,3.1,10.5,0.33411,0.22283,55,57,3,6,1,6,2,0,97,100,98,94,91,79,0,0,5,2,44,45,4,0,6.63
13.3,28.9,108.9,0.43054,1.28375,5,0,0,2,0,3,6,0,95,97,100,100,100,100,92,4,1,0,4,0,0,4,15.24
27.88,67.9,105.8,0.62164,0.43637,2,0,2,1,3,3,12,5,100,100,100,99,78,83,88,49,0,2,42,39,0,0,17.11
14.58,0,0.8,0.12117,1.68397,13,0,4,0,15,4,51,61,2,0,1,0,0,5,0,5,2,0,2,0,0,0,1.66
14.46,86.5,99.5,0.48298,0.19266,5,3,2,0,2,5,4,3,4,0,1,0,4,0,99,71,1,0,82,86,0,0,5.17
15.94,20.6,103.2,0.06032,1.5056,31,39,9,9,15,15,3,0,0,4,0,1,0,3,1,4,6,0,4,3,0,0,28.74
18.82,7.7,100.9,0.16327,1.52006,34,39,8,13,13,11,1,0,1,0,0,0,0,1,4,2,1,0,0,0,0,5,32.05
23.99,22.8,108.8,0.18428,1.67179,52,49,9,6,14,9,23,24,79,89,59,74,46,53,0,0,4,6,0,1,84,83,28.83
33.34,14.3,76.2,0.10641,0.93551,55,64,42,48,49,57,71,80,50,38,37,26,22,17,2,0,5,0,0,5,58,42,42.73
22.87,18.1,104,0.59484,0.58736,0,5,5,5,3,0,0,0,79,75,42,48,48,43,3,7,5,0,3,2,0,2,35.8
23.78,14.8,112.2,0.74475,0.77839,0,0,2,0,1,1,1,3,77,73,47,46,47,46,3,1,3,2,0,0,0,0,23.95
18.91,51.1,86.1,0.56567,0.04721,20,23,14,14,11,11,23,19,1,4,1,0,3,0,1,7,3,0,59,53,95,100,21.99
13.93,55.6,123.1,0.39114,0.21699,0,1,2,4,3,0,7,7,4,0,0,0,2,6,99,78,3,0,80,83,0,0,9.37
24.25,94.4,106.8,0.46237,1.05568,12,8,1,4,7,0,6,2,0,0,2,0,1,1,1,0,0,0,79,76,0,0,6.61
32.34,11.1,100.4,0.28259,0.90442,63,63,8,5,16,6,33,21,67,72,42,39,29,23,2,0,1,1,59,0,0,2,19.92
25.29,66,107.6,7.55763,1.56298,0,1,0,0,2,0,0,4,0,0,0,0,0,1,91,0,7,1,76,69,0,1,16.86
19.67,12.5,114,0.34586,1.11212,88,88,1,3,23,19,47,36,85,83,46,42,11,21,1,0,3,1,2,0,0,0,20.71
14.11,56.9,108.2,1.15484,0.57115,13,12,5,0,1,4,2,4,0,0,2,0,7,0,95,78,1,0,80,78,1,0,11.39
28.57,0,97.8,0.36286,0.19416,42,41,23,14,1,0,2,0,67,59,52,46,36,32,4,3,0,0,4,2,0,0,42.27
27.93,26,119.1,3.28631,0.09159,19,22,1,2,11,18,40,38,98,97,54,63,52,56,0,0,0,1,1,0,0,1,21.57
25.41,0,110.9,0.36954,0.48973,58,62,5,0,51,54,67,71,64,66,43,42,28,21,7,6,0,0,0,0,72,61,31.07
23.21,0,106.5,0.63851,0.05209,87,82,26,24,49,45,66,65,34,30,13,5,7,9,36,59,18,27,1,1,63,50,32.26
35,21.4,145.1,0.58317,0.84212,9,16,0,0,9,4,33,12,80,83,69,80,30,32,2,0,0,3,2,0,94,91,25.14
23.29,51.9,107.7,0.84264,1.36978,2,1,2,7,17,17,40,30,3,0,0,0,0,0,1,0,0,0,54,62,95,97,12.96
27.96,6.9,101,0.0458,0.36823,44,32,19,11,3,1,0,1,64,58,52,53,33,35,1,4,0,0,0,2,0,0,34.89
16.68,4.8,92.6,0.47513,0.46615,61,64,10,25,44,50,78,79,45,46,17,20,12,12,6,1,4,4,2,0,0,0,34.17
25.9,7.7,100.6,0.53655,0.68854,54,55,3,3,4,1,14,15,3,0,1,0,3,1,0,0,0,2,4,0,100,100,21.84
19.14,79,100.6,2.2868,0.36975,10,8,2,1,0,5,18,12,0,0,1,0,0,1,2,3,2,0,76,81,0,1,10.43
18.61,0,0.1,0.56533,0.71380999999999994,0,0,12,19,3,4,11,18,62,80,50,59,38,37,2,0,1,2,3,2,98,99,1.61
13.86,86.6,102.3,0.92488,1.75132,5,5,1,0,0,1,3,0,0,0,1,0,0,2,94,66,2,0,84,76,0,1,12.72
30.88,85.7,93,0.34486,0.11327,16,13,13,12,17,15,33,20,0,1,0,5,1,4,1,0,5,1,2,0,0,0,14.01
35,9.1,115,0.26601,0.08555,47,45,6,4,11,7,18,14,84,87,32,35,9,7,0,0,0,2,0,3,97,96,40.48
18.62,2.1,124.2,0.46983,0.38176,52,50,6,8,41,31,67,68,46,54,26,18,4,8,84,97,12,43,0,7,0,0,44.32
20.11,20.7,22.6,0.37659,0.54946,3,5,1,1,2,7,4,2,4,0,1,1,0,2,0,0,2,0,0,1,0,1,41.82
27.66,0,111.6,0.15882,0.2321,33,33,4,16,7,20,46,57,1,2,0,0,0,2,4,2,0,3,0,7,0,0,39.05
27.07,13,92.6,0.6543,6.14502,76,82,2,9,41,53,58,63,56,55,37,17,18,19,18,39,24,2,1,6,61,48,24.63
14.78,20.5,112.8,0.3719,0.27394,1,2,4,2,0,3,4,1,70,64,60,53,40,33,1,1,0,1,0,3,0,0,35.69
35,0,118.3,0.19207,0.31766,60,58,1,1,22,14,38,34,69,89,33,58,26,39,17,0,0,0,0,2,0,1,20.29
24.92,15.7,80.1,0.8611,0.25479,85,83,36,22,5,3,0,0,45,51,23,29,10,9,30,63,35,26,9,11,0,0,26.84
21.77,79.7,110,4.41284,1.13883,16,9,1,1,3,0,5,4,0,1,0,0,0,0,0,0,98,88,78,79,100,100,7.15
21.34,18.5,85.7,0.48912,1.71497,34,33,31,28,33,28,45,41,0,0,0,1,0,0,0,3,4,1,0,4,0,1,24.44
13.52,15.2,113,0.19645,0.63703,2,0,6,1,0,3,2,3,0,1,1,0,1,5,80,0,7,1,59,50,0,1,15.3
20.79,35.9,106.8,9.7275,2.27895,12,16,4,5,14,7,25,17,85,91,75,85,79,84,0,3,0,1,20,19,3,2,21.58
20.16,76.4,94.8,0.37651,0.17273,1,0,2,0,1,3,17,11,2,0,2,0,0,0,98,77,2,2,88,88,0,1,12.22
12.11,1.6,91.3,0.08382,0.95478,0,18,1,2,0,0,2,1,64,56,57,43,25,19,42,0,0,2,4,1,0,0,34.76
13.23,93,105.3,0.03236,0.498,3,3,8,4,1,6,6,7,0,2,0,0,0,4,97,83,0,0,86,81,0,3,15.03
18.34,79,104.5,0.70818,0.12284,3,6,0,1,0,1,4,5,0,5,0,0,0,0,100,83,0,3,82,81,97,100,6.19
20.88,88.9,104.6,0.04715,1.27807,4,8,5,0,10,4,11,1,0,2,0,0,3,2,0,98,2,0,89,89,0,0,13.48
23.59,56,104,0.42404,1.39282,19,28,11,5,0,0,0,1,100,99,100,95,95,95,5,2,98,83,34,51,99,100,19.72
35,10.9,115.7,0.17929,0.30348,61,57,8,4,20,18,38,27,69,92,31,54,32,38,15,0,6,0,2,6,2,0,31.89
16.26,66.7,131,0.69132,0.33132,4,0,3,3,0,2,0,2,0,0,0,1,0,0,97,71,1,0,84,81,0,3,16.66
24.71,51.4,101.4,0.60951,0.6479,9,8,2,1,2,4,31,18,0,0,0,3,0,0,0,0,87,78,0,1,97,99,7.9
26.57,45.9,111.9,0.1792,0.3097,63,64,2,6,7,2,25,24,90,92,79,82,47,47,3,2,0,1,5,23,0,0,24.28
26.28,15.6,115.5,0.16351,0.37585,62,59,0,4,2,1,45,51,91,90,43,52,14,20,22,0,1,2,2,0,0,1,29.54
26.9,97,96.7,0.4482,1.21676,11,8,2,4,4,5,7,3,0,3,1,3,0,3,0,0,0,2,85,70,1,0,12.24
15.5,103.4,97.5,0.88361,2.17438,12,14,1,3,3,4,13,10,0,0,0,0,1,3,92,71,0,66,83,80,0,1,7.23
20.2,4.6,84.8,0.11333,0.31637,1,5,0,0,0,0,0,1,70,72,66,59,58,43,3,2,0,0,4,0,81,72,35.59
12.24,7.5,-0,0.31362,2.07934,16,35,0,5,5,0,4,0,0,4,0,0,1,0,0,0,0,0,1,4,0,0,0
19.62,75.9,103.7,0.8597,0.16634,1,5,0,3,0,3,14,8,1,0,0,3,0,2,99,79,0,4,85,85,0,0,9.9
21.27,48.2,101.5,0.31774,0.52892,21,23,4,8,6,4,12,12,0,1,0,0,2,0,0,0,94,64,73,75,0,0,11.3
27.86,63.6,89.3,0.18154,1.03335,30,26,15,16,13,9,33,28,93,96,73,82,59,73,67,48,36,24,36,22,99,100,27.01
10.96,1.8,0,0.07659,0.80703,20,0,0,3,23,22,29,36,2,2,3,1,2,0,0,0,0,5,0,0,3,0,0
35,15.6,107.3,0.82119,0.4804,29,30,13,11,17,14,20,22,98,96,85,91,45,53,23,1,3,19,0,7,0,0,19.64
11.52,0,104.2,0.15479,0.37373,1,1,6,4,0,4,0,0,38,42,22,20,19,19,32,20,0,0,4,0,90,88,33.74
20,52.7,108.8,0.26098,1.26186,2,4,2,2,5,5,25,23,92,93,75,81,69,76,84,62,58,49,50,35,98,100,14.89
18.19,4.8,76.3,0.56605,0.1389,76,78,41,49,66,74,86,86,39,27,6,5,3,3,14,27,3,4,5,0,49,36,51.94
17.61,45.9,89.3,0.58558,1.18433,16,20,17,10,17,22,34,38,85,89,70,72,35,41,1,0,0,0,3,0,98,99,16.06
13.09,0,102.8,0.27639,0.26964,0,5,0,1,0,0,0,0,53,35,11,6,8,7,1,2,2,0,2,1,48,32,32.17
26.46,0.2,146.3,0.45862000000000003,0.7236,6,0,3,1,19,21,62,77,46,52,23,21,16,13,2,0,6,1,1,3,2,1,33.58
17.08,68.8,101.8,3.06522,1.03089,6,8,0,7,8,4,16,11,0,4,0,1,0,1,0,2,3,0,80,85,0,0,15.97
13.89,37.1,102.6,0.41935,0.57914,4,0,13,7,0,7,7,4,3,0,0,2,0,0,70,42,0,0,58,45,0,0,15.18
10.57,0,117.9,0.09207,0.21354,0,0,0,3,0,4,1,1,25,23,15,16,13,8,7,0,6,2,0,1,0,2,40.57
14.92,53.9,106.2,0.38209,1.05712,0,2,5,0,0,6,0,0,95,95,94,93,70,68,82,90,0,0,80,80,100,100,7.4
27.23,9.2,105.7,2.61721,0.30089,18,19,0,1,15,12,38,35,95,92,54,68,48,51,0,6,2,0,2,7,2,0,23.91
23.84,116.5,106.9,0.50069,1.44329,20,19,0,0,3,3,9,8,0,0,0,2,0,6,94,73,0,63,80,82,1,0,8.17
11.64,9.2,85.2,0.1557,0.30781,27,21,23,22,23,27,25,30,34,34,29,22,19,10,0,1,5,6,0,1,0,0,37.5
7.49,0.9,0,0.15449,1.49513,19,6,7,0,4,1,0,0,0,4,0,1,0,0,0,0,1,3,0,0,0,0,0.17
10.35,49.4,103.7,0.13176,1.09265,1,3,0,0,0,4,23,23,98,100,82,92,58,69,1,7,0,0,44,48,99,100,16.48
21.26,75.8,97.2,0.80821,0.33721,8,7,7,2,6,4,17,12,1,3,0,0,0,0,0,6,0,68,78,68,1,3,11.55
35,29.2,124.5,0.35591,0.2852,61,57,5,3,22,14,39,29,69,92,34,58,24,44,15,1,1,4,1,6,0,0,33.72
21.43,73.5,100.4,0.80512,0.23881,4,2,2,1,0,0,2,0,0,2,0,5,0,0,2,0,97,82,78,75,0,0,9.94
14.27,3.1,96,0.48292,0.44005,0,0,5,3,0,0,0,0,53,32,15,6,8,6,1,2,0,0,2,0,50,32,40.16
35,17.3,77.1,0.29939,0.58824,62,57,31,40,32,38,54,50,66,65,45,56,33,24,2,4,0,3,2,3,75,70,35.96
22.35,0,106.5,0.23368,0.8662,4,0,2,0,7,5,44,69,67,36,49,27,35,14,22,28,13,11,0,4,73,58,35.29
11.72,32,99.9,0.60663,1.63902,0,0,8,10,2,4,4,5,1,2,3,0,0,0,67,43,4,1,61,52,0,0,18.26
13.46,56.9,99.3,0.14272,1.07314,10,10,8,6,2,6,25,21,86,92,71,93,51,66,44,30,27,10,22,7,0,0,19.15
35,71.5,114.9,4.72771,0.56454,48,50,3,2,10,7,23,27,1,0,2,0,4,2,68,31,0,0,1,37,1,0,17.85
24.47,1,93.9,0.19217,5.77491,77,80,4,12,40,52,53,63,57,56,37,21,21,15,17,33,28,10,0,0,66,56,38.86
26.78,33.7,101.5,0.12714,0.89,87,88,4,5,1,0,2,2,100,98,93,92,81,61,1,1,0,5,6,3,2,0,28.97
28,26.9,98.5,0.57844,1.4005,33,22,10,8,3,5,4,0,1,0,0,0,0,1,2,5,82,1,0,0,2,5,13.24
16.78,12.8,105,0.26766,0.32909,1,0,7,5,0,3,2,0,41,43,28,18,23,15,36,20,0,0,1,4,90,90,41.96
20.73,21.4,91.4,0.17498,0.55626,10,6,0,3,0,0,24,13,0,0,0,0,3,0,3,0,0,4,2,0,100,100,21.72
18.7,49.6,114.4,3.0991,0.08992,19,15,0,2,9,9,38,41,95,97,56,63,45,53,5,5,1,4,1,0,3,1,14.69
10.79,0.6,110.7,0.31998,0.77541,1,4,2,2,3,0,1,0,0,0,1,0,3,0,0,0,0,4,0,5,3,4,18.59
17.75,0,104.8,0.09749,1.60396,39,36,10,4,1,1,2,1,3,2,0,0,1,2,0,0,4,0,0,2,0,0,35.25
33.5,17.1,89.5,0.13189,0.18075,59,61,15,28,48,60,62,80,49,40,33,17,22,12,2,3,0,3,2,1,73,40,32.41
30.64,49.1,111.5,0.22545,0.97591,3,2,6,3,8,4,20,11,94,95,99,97,73,80,6,0,1,5,47,57,100,100,17.33
16.27,26.2,100.4,0.0455,1.69809,33,34,14,10,17,10,1,0,3,0,0,3,0,6,0,0,0,0,0,0,0,1,20.73
35,14.5,88.5,0.2826,0.71084,57,57,18,18,31,29,51,43,97,98,87,90,50,60,2,7,0,5,61,38,98,96,24.08
35,28.4,91,0.39255,0.50805,32,23,17,15,17,16,28,22,93,96,87,94,50,55,22,1,0,14,0,1,0,2,15.64
24.72,0,80.7,0.02234,0.16499,58,57,38,48,48,54,77,79,52,42,35,27,27,16,3,2,0,1,0,0,61,45,43.4
19.29,10.3,98.5,0.24637,0.06126,17,19,2,0,17,8,33,29,65,73,40,52,17,7,0,7,3,0,7,5,91,94,18.48
20.47,91.7,109.6,0.09418,0.6609,3,2,6,2,1,0,22,7,91,94,69,79,46,56,75,70,48,61,48,34,98,100,12.49
16.44,49,96.1,0.33514,0.14399,0,3,0,1,9,7,16,10,3,0,2,0,6,1,75,1,2,1,65,62,97,100,7.01
27.28,31.8,115.3,0.19381,7.30825,36,46,0,2,11,13,30,30,3,2,0,0,0,2,32,18,3,0,33,14,98,97,19.74
23.91,11.3,136,0.79354,1.2198,43,38,1,5,32,29,64,67,57,60,26,24,18,17,15,2,7,4,3,0,82,81,25.62
20.1,61.6,100.6,0.53783,0.09486,9,8,4,3,1,6,6,4,0,0,1,0,1,0,97,71,0,0,77,62,98,98,2.77
15.78,52.9,101.3,0.58145,0.17577,1,2,3,1,3,2,16,22,0,1,2,0,2,0,0,1,0,0,74,84,0,0,15.16
23.54,11.6,112.5,0.01359,1.94681,38,34,10,8,0,8,40,44,3,0,0,0,0,0,6,5,0,2,0,0,99,98,26.5
16.42,0,96.6,0.10846,1.60219,34,36,7,4,1,3,0,0,0,4,0,1,0,0,1,1,0,5,0,0,0,0,32.03
13.64,9,102.8,0.21895,0.44527,0,2,0,3,1,0,0,0,76,77,61,71,47,39,51,38,5,2,0,5,91,90,32.08
16.12,31.9,130,0.2957,0.88397,0,0,0,1,5,0,3,0,1,0,2,3,0,2,62,44,36,20,5,0,0,0,19.25
35,11.2,115.8,0.11922,0.12648,34,32,0,3,0,2,0,1,75,86,48,63,38,39,4,0,40,2,6,2,92,99,26.34
